Symbol,Date,Open,High,Low,Close,Volume
AFAR,12-Dec-2023,10.85,10.85,10.85,10.85,28000
AFARW,12-Dec-2023,0.0158,0.0158,0.0152,0.0152,73100
AFBI,12-Dec-2023,14.95,15.35,14.95,15.08,6400
AFCG,12-Dec-2023,11.98,12.0993,11.8475,11.92,60200
AFJKU,12-Dec-2023,10.16,10.17,10.16,10.16,31600
AFMD,12-Dec-2023,0.36,0.381,0.33,0.3492,1971400
AFRI,12-Dec-2023,11.04,11.255,10.94,10.96,8000
AFRIW,12-Dec-2023,1.5,1.53,1.49,1.51,15900
AFRM,12-Dec-2023,40.1,40.17,37.8,39.52,21149300
AFYA,12-Dec-2023,21.03,21.15,20.83,21.01,195600
AGAE,12-Dec-2023,0.9215,1.15,0.9215,1.09,594700
AGBA,12-Dec-2023,0.418,0.42,0.3899,0.3899,51900
AGEN,12-Dec-2023,0.6905,0.8565,0.651,0.8,28937500
AGFY,12-Dec-2023,1.4,1.44,1.32,1.345,17000
AGIO,12-Dec-2023,21.84,22.57,21.575,22,947000
AGMH,12-Dec-2023,1.67,1.7634,1.67,1.752,3100
AGNC,12-Dec-2023,8.93,9.025,8.87,8.95,11084000
AGNCL,12-Dec-2023,21.76,21.89,21.668,21.77,27300
AGNCM,12-Dec-2023,23.7,23.7,23.57,23.6003,21900
AGNCN,12-Dec-2023,25.28,25.35,25.2212,25.33,21400
AGNCO,12-Dec-2023,23.21,23.378,23.08,23.23,5900
AGNCP,12-Dec-2023,21.7198,21.8288,21.7,21.79,20000
AGNG,12-Dec-2023,27.24,27.43,27.24,27.43,400
AGRI,12-Dec-2023,0.64,0.64,0.4744,0.5601,502200
AGRIW,12-Dec-2023,0.006,0.006,0.006,0.006,29000
AGYS,12-Dec-2023,81.8,81.965,80.01,80.15,159400
AGZD,12-Dec-2023,22.03,22.0837,21.929,21.945,36100
AHCO,12-Dec-2023,8.11,8.395,7.74,7.95,1181800
AHG,12-Dec-2023,0.622,0.66,0.602,0.602,26600
AIA,12-Dec-2023,55.99,56.22,55.86,56.2,22000
AIHS,12-Dec-2023,0.345,0.49,0.345,0.4401,561300
AIMD,12-Dec-2023,0.5701,0.59,0.52,0.5649,20100
AIP,12-Dec-2023,5.75,5.9,5.5,5.88,107700
AIQ,12-Dec-2023,30.03,30.185,29.92,30.17,424000
AIRE,12-Dec-2023,2.57,2.68,2.1,2.25,712600
AIRG,12-Dec-2023,3.38,3.49,3.26,3.32,13900
AIRL,12-Dec-2023,24.8519,25.12,24.8519,25.0522,800
AIRR,12-Dec-2023,54.29,54.64,53.855,54.32,50300
AIRS,12-Dec-2023,5.98,6.07,5.9125,5.98,21800
AIRT,12-Dec-2023,16.7,17.3272,16.5,16.5,4100
AIRTP,12-Dec-2023,16.01,16.9998,16.01,16.9998,3400
AITRU,12-Dec-2023,10.2,10.21,10.2,10.21,209100
AIXI,12-Dec-2023,2.34,2.43,2.32,2.4,31800
AKAM,12-Dec-2023,114.56,115.77,114.53,115.33,1232800
AKAN,12-Dec-2023,0.4723,0.4926,0.4329,0.45,53000
AKBA,12-Dec-2023,1.11,1.13,1.05,1.07,816100
AKLI,12-Dec-2023,0.42,0.42,0.3792,0.4008,18500
AKRO,12-Dec-2023,19.79,19.97,19.125,19.76,892800
AKTS,12-Dec-2023,0.54,0.6,0.485,0.5748,1489300
AKTX,12-Dec-2023,3.01,3.02,3,3.02,4100
AKYA,12-Dec-2023,4.35,4.35,4.18,4.26,94900
ALAR,12-Dec-2023,4.69,4.69,4.26,4.48,24800
ALBT,12-Dec-2023,0.42,0.44,0.39,0.4266,37400
ALCO,12-Dec-2023,30.03,30.2,29.72,30.12,32900
ALCY,12-Dec-2023,10.41,10.415,10.41,10.41,4700
ALDX,12-Dec-2023,2.92,2.95,2.75,2.87,1151600
ALEC,12-Dec-2023,6.35,6.73,6.21,6.65,534600
ALGM,12-Dec-2023,27.2,27.54,26.86,27.41,1042100
ALGN,12-Dec-2023,219.36,219.485,212.8701,217.47,1242200
ALGS,12-Dec-2023,0.56,0.5955,0.545,0.58,398400
ALGT,12-Dec-2023,73.9,75.74,73.33,75.31,258300
ALHC,12-Dec-2023,8.27,8.42,8.03,8.41,824900
ALIM,12-Dec-2023,3.76,3.995,3.71,3.75,104100
ALKS,12-Dec-2023,26.1,26.74,25.73,26.56,2325300
ALKT,12-Dec-2023,22.6,22.91,22.41,22.7,358200
ALLK,12-Dec-2023,2.99,2.99,2.82,2.9,951800
ALLO,12-Dec-2023,2.42,2.44,2.25,2.36,3682100
ALLR,12-Dec-2023,0.475,0.5197,0.47,0.5084,605400
ALLT,12-Dec-2023,1.36,1.45,1.32,1.4,121700
ALNT,12-Dec-2023,27.52,27.635,27,27.61,47200
ALNY,12-Dec-2023,172.29,175.2,169.71,173.88,461100
ALOT,12-Dec-2023,14.84,15.24,14.6,14.9,7000
ALPP,12-Dec-2023,0.74,0.75,0.74,0.7401,98500
ALRM,12-Dec-2023,58.53,58.905,57.89,57.93,166300
ALRN,12-Dec-2023,2.4,2.53,2.4,2.48,34000
ALRS,12-Dec-2023,19.15,19.34,18.98,19.19,37600
ALSA,12-Dec-2023,11.18,11.18,11.18,11.18,900
ALSAW,12-Dec-2023,0.005,0.0065,0.005,0.005,17500
ALT,12-Dec-2023,5.13,5.98,4.71,5.94,15146900
ALTI,12-Dec-2023,7.98,7.98,7.29,7.7,29200
ALTO,12-Dec-2023,2.65,2.67,2.6,2.65,633400
ALTR,12-Dec-2023,72.77,74.24,72.29,74.15,175900
ALTY,12-Dec-2023,11.0703,11.12,11.052,11.12,8100
ALVO,12-Dec-2023,9.2716,9.59,9.1797,9.3,25400
ALVOW,12-Dec-2023,1.88,1.88,1.88,1.88,100
ALVR,12-Dec-2023,2.16,2.2391,2.08,2.14,523300
ALXO,12-Dec-2023,12.98,13.3,12.28,12.81,712900
ALZN,12-Dec-2023,1.02,1.0261,0.9662,0.99,66400
AMAL,12-Dec-2023,23.99,25,23.68,24.69,188800
AMAT,12-Dec-2023,155.14,158.1753,154.64,157.22,5705100
AMBA,12-Dec-2023,61.5,61.9,60.68,60.865,381000
AMCX,12-Dec-2023,16.89,17.6,16.58,17.12,524500
AMD,12-Dec-2023,132.25,139.89,131.9,137.61,111677800
AMDS,12-Dec-2023,19.55,19.55,18.64,18.9,6700
AMED,12-Dec-2023,94,95.09,93.985,94.53,986300
AMGN,12-Dec-2023,277.13,277.25,273.26,273.99,2557000
AMID,12-Dec-2023,28.72,28.8301,28.72,28.8118,1900
AMKR,12-Dec-2023,29.86,30.985,29.79,30.78,1419200
AMLI,12-Dec-2023,1.1,1.12,1.08,1.09,263100
AMLX,12-Dec-2023,14.61,14.84,13.94,14.71,1046500
AMPG,12-Dec-2023,1.76,1.76,1.6801,1.7,11300
AMPGW,12-Dec-2023,0.17,0.1797,0.17,0.176,1000
AMPH,12-Dec-2023,57.1,58.79,56.2,58.64,439900
AMPL,12-Dec-2023,12.07,12.105,11.09,11.48,972300
AMRK,12-Dec-2023,28.64,28.64,27.88,27.9,360500
AMRN,12-Dec-2023,0.825,0.825,0.78,0.7893,2423700
AMSC,12-Dec-2023,10.14,10.46,9.871,10.46,329000
AMSF,12-Dec-2023,48,48.16,47.68,47.72,117000
AMST,12-Dec-2023,1.83,1.98,1.76,1.94,212000
AMSWA,12-Dec-2023,10.14,10.17,10.08,10.15,158700
AMTX,12-Dec-2023,4.45,4.6,4.35,4.59,367700
AMWD,12-Dec-2023,88.01,88.55,87.245,88.23,104900
AMZD,12-Dec-2023,18.25,18.3401,18.09,18.11,14400
AMZN,12-Dec-2023,145.52,147.5,145.3,147.48,44944200
AMZU,12-Dec-2023,25.75,26.2773,25.75,26.24,218300
ANAB,12-Dec-2023,16.64,17.18,16.125,17.15,210400
ANDE,12-Dec-2023,52.89,53.23,52.2,52.83,148800
ANEB,12-Dec-2023,2.25,2.25,2.1401,2.1486,3200
ANGH,12-Dec-2023,0.93,0.96,0.85,0.909,237900
ANGHW,12-Dec-2023,0.05,0.05,0.05,0.05,100
ANGI,12-Dec-2023,2.38,2.42,2.32,2.38,1768000
ANGL,12-Dec-2023,28.23,28.35,28.2,28.34,1616300
ANGO,12-Dec-2023,6.88,7.06,6.73,7.03,277500
ANIK,12-Dec-2023,21.69,21.87,21.2101,21.66,28300
ANIP,12-Dec-2023,50.27,51.65,49.28,51.6,126300
ANIX,12-Dec-2023,4.3,4.35,3.83,4.1,434300
ANL,12-Dec-2023,10.5,10.5,10,10.37,4200
ANNX,12-Dec-2023,2.33,2.42,2.27,2.37,99300
ANSS,12-Dec-2023,291.26,296.57,288.93,296.36,442700
ANTE,12-Dec-2023,0.721,0.721,0.72,0.7203,2000
ANTX,12-Dec-2023,20.36,20.865,19.745,20.31,75100
ANY,12-Dec-2023,1.24,1.2493,1.14,1.15,791700
AOGOW,12-Dec-2023,0.0105,0.0105,0.01,0.01,1100
AONC,12-Dec-2023,6,6.42,5.85,6.11,6200
AOSL,12-Dec-2023,23.03,23.63,22.88,23.46,157900
AOTG,12-Dec-2023,32.31,32.46,32.2981,32.46,900
AOUT,12-Dec-2023,7.4,7.604,7.22,7.25,59200
APA,12-Dec-2023,34.16,34.43,33.82,34.18,3859800
APCX,12-Dec-2023,1.53,1.6,1.42,1.48,76400
APCXW,12-Dec-2023,0.28,0.2849,0.2797,0.2799,13200
APDN,12-Dec-2023,0.77,0.805,0.584,0.6043,378800
APEI,12-Dec-2023,8.9,9.75,8.9,9.35,151400
APGE,12-Dec-2023,21,21.69,20.19,21.33,142500
API,12-Dec-2023,2.64,2.64,2.51,2.51,218700
APLD,12-Dec-2023,6,6.1388,5.72,5.88,2045800
APLM,12-Dec-2023,0.82,0.8244,0.7218,0.769,504600
APLMW,12-Dec-2023,0.034,0.0494,0.034,0.038,67800
APLS,12-Dec-2023,60.36,61.87,59.44,61.765,1445800
APLT,12-Dec-2023,3.08,3.42,2.84,3.09,1918500
APM,12-Dec-2023,2.1,2.21,1.97,2.07,9400
APOG,12-Dec-2023,49.05,49.24,48.69,49.02,118700
APP,12-Dec-2023,36.56,36.75,35.79,36.26,4006700
APPF,12-Dec-2023,182.24,182.24,179.27,180.82,117300
APPN,12-Dec-2023,36.61,36.61,35.7,35.8,459900
APPS,12-Dec-2023,6.24,7.01,6.21,6.47,9146500
APRE,12-Dec-2023,3.64,3.99,3.5,3.99,21200
APTO,12-Dec-2023,2.58,2.71,2.39,2.44,53300
APVO,12-Dec-2023,0.1935,0.1935,0.18,0.1863,306600
APYX,12-Dec-2023,2.2,2.2457,2.1,2.18,64300
AQB,12-Dec-2023,2.39,2.39,2.01,2.135,65300
AQMS,12-Dec-2023,0.89,0.89,0.8221,0.85,205600
AQST,12-Dec-2023,2,2.06,1.98,1.98,285100
AQU,12-Dec-2023,10.64,10.655,10.64,10.65,5400
AQWA,12-Dec-2023,15.79,15.8645,15.79,15.85,700
ARAY,12-Dec-2023,2.6,2.63,2.5303,2.63,270900
ARBB,12-Dec-2023,0.89,0.8928,0.88,0.8851,12600
ARBE,12-Dec-2023,1.8,1.8228,1.75,1.81,32500
ARBEW,12-Dec-2023,0.1556,0.1575,0.1556,0.1575,6000
ARBK,12-Dec-2023,1.66,1.76,1.6,1.64,477300
ARBKL,12-Dec-2023,9.74,10.46,9.74,10.13,13200
ARCB,12-Dec-2023,108.29,110.11,107.405,108.95,283900
ARCC,12-Dec-2023,20.1,20.21,20.065,20.12,5085300
ARCT,12-Dec-2023,23.38,23.605,22.35,23.34,294600
ARDX,12-Dec-2023,5.17,5.26,5.03,5.25,4398400
AREB,12-Dec-2023,0.33,0.3397,0.316,0.3294,138800
AREC,12-Dec-2023,1.55,1.55,1.38,1.46,194400
ARGX,12-Dec-2023,456,456.345,449.88,452.63,206400
ARHS,12-Dec-2023,9.68,9.72,9.465,9.56,463100
ARKO,12-Dec-2023,7.76,7.77,7.63,7.74,146900
ARKR,12-Dec-2023,15.5,15.55,15.24,15.24,4200
ARLP,12-Dec-2023,19.15,19.18,18.84,18.88,500200
ARM,12-Dec-2023,65,66.25,63.28,64.71,5711700
AROW,12-Dec-2023,27.48,27.71,27.0924,27.42,48200
ARQQ,12-Dec-2023,0.4899,0.4899,0.4501,0.47,522700
ARQQW,12-Dec-2023,0.0761,0.0761,0.0761,0.0761,400
ARQT,12-Dec-2023,2.03,2.09,1.89,2.06,1925900
ARRY,12-Dec-2023,16.31,16.95,15.68,16.73,5375200
ARTL,12-Dec-2023,1.38,1.49,1.38,1.4,22100
ARTLW,12-Dec-2023,0.089,0.1498,0.0251,0.0712,27400
ARTNA,12-Dec-2023,42.65,43.02,42.21,42.73,24500
ARTW,12-Dec-2023,2,2.01,2,2,1400
ARVN,12-Dec-2023,34.08,34.28,32.37,32.45,1039200
ARVR,12-Dec-2023,33.7175,33.7175,33.7175,33.7175,0
ARWR,12-Dec-2023,23.79,24.7855,23.06,24.69,941700
ARYD,12-Dec-2023,10.86,10.86,10.86,10.86,100
ASCBW,12-Dec-2023,0.0078,0.01,0.0078,0.01,35300
ASET,12-Dec-2023,29.59,29.59,29.57,29.58,500
ASLE,12-Dec-2023,14.87,14.98,14.26,14.47,260800
ASLN,12-Dec-2023,0.5,0.5099,0.46,0.47,85600
ASMB,12-Dec-2023,0.73,0.7455,0.7026,0.732,361100
ASML,12-Dec-2023,714.92,720.98,711.31,720.56,880100
ASND,12-Dec-2023,107.7,111.195,105.52,110.19,1123200
ASNS,12-Dec-2023,1.11,1.1882,1.11,1.11,9500
ASO,12-Dec-2023,55.97,56.76,55.5,56.45,997700
ASPI,12-Dec-2023,1.87,1.925,1.81,1.88,287000
ASPS,12-Dec-2023,4.08,4.08,3.78,3.81,145100
ASRT,12-Dec-2023,1.1,1.1,1.04,1.05,916600
ASRV,12-Dec-2023,2.92,2.92,2.9,2.91,2600
ASST,12-Dec-2023,0.5283,0.5283,0.4067,0.445,329500
ASTC,12-Dec-2023,7.7,7.8425,7.51,7.52,1600
ASTE,12-Dec-2023,32.4,33.5,32.045,33.2,146100
ASTI,12-Dec-2023,0.851,0.8679,0.8081,0.82,44800
ASTL,12-Dec-2023,8.13,8.13,7.885,8.02,677900
ASTLW,12-Dec-2023,1.106,1.133,1.1,1.133,10200
ASTR,12-Dec-2023,1.29,1.3,1.2316,1.26,246700
ASTS,12-Dec-2023,5.22,5.2397,5.015,5.14,1263400
ASTSW,12-Dec-2023,1.17,1.19,1.15,1.185,68600
ASUR,12-Dec-2023,7.61,7.73,7.54,7.6,152000
ASYS,12-Dec-2023,6.38,6.38,5.9,5.98,128700
ATAI,12-Dec-2023,1.15,1.17,1.1,1.12,555000
ATAT,12-Dec-2023,16.58,17.12,16.5,16.71,708500
ATCOL,12-Dec-2023,23.7497,23.7497,23.6,23.7497,1600
ATEC,12-Dec-2023,12.64,12.69,12.4,12.61,1172600
ATER,12-Dec-2023,0.2999,0.3099,0.2901,0.2956,415500
ATEX,12-Dec-2023,35.91,36.23,35.32,35.43,82200
ATGL,12-Dec-2023,13.53,13.8551,12.65,12.86,17800
ATHA,12-Dec-2023,1.99,2.2,1.9,2.12,441200
ATHE,12-Dec-2023,2.3,2.49,2.23,2.41,126100
ATIF,12-Dec-2023,0.92,0.9441,0.92,0.9441,300
ATLC,12-Dec-2023,31.7,32.3,31.25,31.52,5600
ATLCL,12-Dec-2023,22.71,23.25,22.25,22.44,18200
ATLCP,12-Dec-2023,21.85,22.07,21.6301,21.86,7500
ATLO,12-Dec-2023,19.8,19.83,19.5001,19.54,14600
ATLX,12-Dec-2023,26.79,26.99,25.2,25.68,27600
ATMV,12-Dec-2023,10.6873,10.6873,10.6873,10.6873,300
ATMVR,12-Dec-2023,0.14,0.14,0.14,0.14,400
ATMVU,12-Dec-2023,10.86,10.86,10.78,10.78,300
ATNF,12-Dec-2023,0.1919,0.202,0.1821,0.1876,441400
ATNFW,12-Dec-2023,0.008,0.008,0.008,0.008,500
ATNI,12-Dec-2023,32.78,33.81,32.37,33.06,59100
ATOM,12-Dec-2023,6.78,6.92,6.66,6.8,86800
ATOS,12-Dec-2023,0.74,0.74,0.7,0.7,213900
ATPC,12-Dec-2023,0.7,0.7199,0.68,0.7106,55800
ATRA,12-Dec-2023,0.66,0.6827,0.6126,0.65,1973200
ATRC,12-Dec-2023,33.47,34.34,32.5,34.2,637400
ATRI,12-Dec-2023,335,351.89,335,348.02,7000
ATRO,12-Dec-2023,15.5,15.83,15.45,15.63,152400
ATSG,12-Dec-2023,15.52,15.7156,15.29,15.49,934600
ATXG,12-Dec-2023,1.26,1.32,1.15,1.2035,13300
ATXI,12-Dec-2023,0.144,0.1589,0.1348,0.154,1759300
ATXS,12-Dec-2023,5.16,5.4,4.97,5.34,265400
AUBN,12-Dec-2023,20.5474,20.5474,20.06,20.06,3300
AUDC,12-Dec-2023,11.54,11.54,11.22,11.34,89100
AUGX,12-Dec-2023,5.69,5.76,5.41,5.51,286100
AUID,12-Dec-2023,8.84,9.51,8.81,9.25,16600
AUPH,12-Dec-2023,8.64,8.64,8.32,8.59,1305200
AUR,12-Dec-2023,2.84,2.93,2.77,2.9,6963000
AURA,12-Dec-2023,8.09,8.39,7.9,8.31,86400
AUROW,12-Dec-2023,0.3,0.3,0.27,0.29,16100
AUTL,12-Dec-2023,4.47,4.62,4.44,4.5,776200
AUUD,12-Dec-2023,0.27,0.2719,0.2388,0.25,42700
AUVI,12-Dec-2023,2.1,2.25,1.84,2.06,641000
AUVIP,12-Dec-2023,2.4,2.4,2.13,2.33,2500
AVAH,12-Dec-2023,2.38,2.47,2.26,2.34,112300
AVAV,12-Dec-2023,123,125.52,122.07,125.13,254800
AVDL,12-Dec-2023,14.02,14.46,13.96,14.39,441600
AVDX,12-Dec-2023,11.22,11.22,10.98,11.09,1467900
AVGO,12-Dec-2023,1027.99,1079.39,1024.58,1072.28,9024100
AVGR,12-Dec-2023,3.21,3.3,3.02,3.1052,11500
AVIR,12-Dec-2023,2.9,2.98,2.88,2.96,309500
AVNW,12-Dec-2023,32.19,32.4,31.91,32.02,32700
AVO,12-Dec-2023,9.3,9.3,9.1004,9.2,70200
AVPT,12-Dec-2023,8.11,8.229,8.0657,8.19,429100
AVPTW,12-Dec-2023,1.33,1.35,1.33,1.35,1300
AVRO,12-Dec-2023,1.32,1.36,1.3105,1.34,76200
AVT,12-Dec-2023,47.97,48.46,47.795,48,403400
AVTE,12-Dec-2023,16.55,17.06,15.88,16.66,39900
AVTX,12-Dec-2023,0.04,0.04,0.0333,0.0347,21212700
AVXL,12-Dec-2023,7.85,8.03,7.79,7.89,851800
AWH,12-Dec-2023,3.17,3.3001,3,3.09,37800
AWIN,12-Dec-2023,0.126,0.133,0.126,0.1266,527100
AWINW,12-Dec-2023,0.0051,0.0108,0.0051,0.0091,276100
AWRE,12-Dec-2023,1.57,1.63,1.52,1.53,18300
AXDX,12-Dec-2023,4.51,4.645,4.32,4.48,26700
AXGN,12-Dec-2023,7.5,7.54,7.29,7.5,223200
AXNX,12-Dec-2023,56.73,56.91,55.475,56.19,498100
AXON,12-Dec-2023,239.74,243.61,238.07,241.97,347400
AXSM,12-Dec-2023,70,70.7721,69,70.16,411700
AXTI,12-Dec-2023,2.47,2.52,2.3,2.3,176900
AY,12-Dec-2023,19.92,19.92,19.46,19.69,625000
AYRO,12-Dec-2023,2.25,2.25,2.0491,2.07,17500
AYTU,12-Dec-2023,2.43,2.53,2.3,2.48,13900
AZ,12-Dec-2023,1.28,1.28,1.19,1.24,53900
AZN,12-Dec-2023,64.48,64.52,63.655,63.98,4272200
AZPN,12-Dec-2023,199.98,200,197.61,198.78,164300
AZTA,12-Dec-2023,59.16,59.16,58.3174,58.6,333200
BABX,12-Dec-2023,13.61,13.64,13.4101,13.63,18500
BACK,12-Dec-2023,1.62,1.63,1.4701,1.57,10700
BAER,12-Dec-2023,5.52,5.75,5.52,5.75,9400
BAERW,12-Dec-2023,0.1827,0.2199,0.1827,0.19,300
BAFN,12-Dec-2023,10.89,11.78,10.89,11.51,6500
BAND,12-Dec-2023,11.34,11.34,11.005,11.16,227100
BANF,12-Dec-2023,91.49,91.49,89.65,90.2,67800
BANFP,12-Dec-2023,25.9,25.9,25.72,25.75,2500
BANL,12-Dec-2023,1.4,1.43,1.3005,1.4,11800
BANR,12-Dec-2023,49.21,49.8,48.89,49.42,111000
BANX,12-Dec-2023,17.59,17.76,17.3,17.76,17600
BAOS,12-Dec-2023,3.98,3.98,3.81,3.81,600
BASE,12-Dec-2023,21.44,21.62,21,21.59,451700
BATRA,12-Dec-2023,42.3,42.6999,42.0757,42.38,25400
BATRK,12-Dec-2023,37.59,38,37.43,37.49,310700
BBCP,12-Dec-2023,7.95,7.95,7.62,7.74,42500
BBGI,12-Dec-2023,0.79,0.79,0.745,0.745,19200
BBH,12-Dec-2023,156.49,157.2971,155.57,157.05,13200
BBIO,12-Dec-2023,33.01,33.67,32.19,33.48,700500
BBLG,12-Dec-2023,0.42,0.47,0.42,0.433,168300
BBLGW,12-Dec-2023,0.9,0.95,0.7,0.95,1400
BBSI,12-Dec-2023,112.33,113.38,111.75,113,22100
BCAB,12-Dec-2023,1.66,1.76,1.56,1.72,564400
